# ORIGINAL ENTRY: Douglas Limmer
# ORIGINAL ENTRY DATE: 2013/07/05

###Block: Bonus Feat ability pools
# Ability Category				Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object						Plural description for UI		Display Location
ABILITYCATEGORY:Finesse Marksman Bonus Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:MarksmanBonus.FinesseMarksmanBonus										PLURAL:Marksman Bonus Feats			DISPLAYLOCATION:Feats
ABILITYCATEGORY:Sniper Marksman Bonus Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:MarksmanBonus.SniperMarksmanBonus										PLURAL:Marksman Bonus Feats			DISPLAYLOCATION:Feats
ABILITYCATEGORY:Volley Marksman Bonus Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:MarksmanBonus.VolleyMarksmanBonus										PLURAL:Marksman Bonus Feats			DISPLAYLOCATION:Feats
ABILITYCATEGORY:Tactician Bonus Teamwork Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Teamwork														PLURAL:Tactician Bonus Teamwork Feats	DISPLAYLOCATION:Feats
ABILITYCATEGORY:Vitalist Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:VitalistBonusFeat													PLURAL:Vitalist Feats				DISPLAYLOCATION:Feats
# COMMENT: Powers chosen must be Healing powers; can't control for that?
ABILITYCATEGORY:Healing Surge Feat			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT										ABILITYLIST:Expanded Knowledge|Extra Power Known	PLURAL:Healing Surge Feats			DISPLAYLOCATION:Feats
#Block: Psionic Fighter archetype
ABILITYCATEGORY:Psionic Fighter Bonus Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Combat.Psionic													PLURAL:Psionic Fighter Bonus Feats		DISPLAYLOCATION:Feats
ABILITYCATEGORY:Psionic Fighter Starting Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:PsionicFighterStartingFeat											PLURAL:Psionic Fighter Starting Feats	DISPLAYLOCATION:Feats
#Block: Martial Kineticist archetype
ABILITYCATEGORY:Martial Kineticist Feat		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Psionic.Metapsionic												PLURAL:Martial Kineticist Feats		DISPLAYLOCATION:Feats
#Block: Mindwright archetype
ABILITYCATEGORY:Mindwright Feat			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:ItemCreation														PLURAL:Mindwright Feats				DISPLAYLOCATION:Feats
#Block: Soulbolt archetype
ABILITYCATEGORY:Soulbolt Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:SoulboltFeat														PLURAL:Soulbolt Feats				DISPLAYLOCATION:Feats
#Block: Soul Archer prestige class
# NEEDS CODE/DATA WORK: How to limit this to only feats with Point-Blank Shot as a prereq?  There isn't a PREPREREQ tag, is there? :-)
# WORKAROUND: "Combat" feats probably cover all the feats that fit, and more.  The rest is user-enforced.
ABILITYCATEGORY:Ranged Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:Combat															PLURAL:Ranged Feats				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Unlocked Talent Feat		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT										ABILITYLIST:Unlocked Talent					PLURAL:Unlocked Talent Feats			DISPLAYLOCATION:Feats
ABILITYCATEGORY:Pathmaster Advanced Path Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Internal	TYPE:PathmasterAdvancedPathFeat		PLURAL:Pathmaster Advanced Path Feat			DISPLAYLOCATION:Feats
ABILITYCATEGORY:Contemplative Psionic Meditation Bonus Feat	VISIBLE:QUALIFY	EDITABLE:YES	EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Internal	TYPE:ContemplativePsionicMeditationFeat		PLURAL:Contemplative Psionic Meditation Bonus Feat			DISPLAYLOCATION:Feats
ABILITYCATEGORY:Contemplative Knowledge Bonus Feat	VISIBLE:QUALIFY	EDITABLE:YES	EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT	ABILITYLIST:Expanded Knowledge|Extra Power Known		PLURAL:Contemplative Knowledge Bonus Feats			DISPLAYLOCATION:Feats
ABILITYCATEGORY:Psychic Bloodline Feat	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT			TYPE:PsychicBloodline				ABILITYLIST:Skill Focus(Autohypnosis)			PLURAL:Psychic Bloodline Feats	DISPLAYLOCATION:Feats
ABILITYCATEGORY:Psychic Mage Bonus Feat		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT	TYPE:WizardBonus.ItemCreation.Metamagic.Metapsionic.PsychicMageBonus	PLURAL:Psychic Mage Bonus Feats	DISPLAYLOCATION:Feats
ABILITYCATEGORY:Mobile Knife Bonus Feat		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:MobileKnifeBonusFeat	PLURAL:Mobile Knife Bonus Feat	DISPLAYLOCATION:Feats


###Block: Class Skill ability pools
# Ability Category					Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object			Plural description for UI			Display Location
ABILITYCATEGORY:Generalist Psion Class Skill	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:GeneralistClassSkill	PLURAL:Generalist Psion Class Skills	DISPLAYLOCATION:Class Abilities

#Block: Aegis
ABILITYCATEGORY:Craft Skill Bonus			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Internal									ABILITYLIST:Aegis ~ Craftsman Skill Bonus	PLURAL:Craft Skill Bonuses			DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Astral Suit Type			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:AstralSuitType										PLURAL:Astral Suit Type				DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Astral Suit Customization		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:AstralSuitCustomization									PLURAL:Astral Suit Customizations		DISPLAYLOCATION:Class Abilities

#Block: Cryptic
ABILITYCATEGORY:Cryptic Insight			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:CrypticInsight										PLURAL:Cryptic Insights				DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Cryptic Supreme Insight		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:CrypticSupremeInsight									PLURAL:Cryptic Insights				DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Cryptic Ranger Trap			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:CrypticRangerTrap										PLURAL:Cryptic Ranger Traps			DISPLAYLOCATION:Class Abilities

#Block: Dread
ABILITYCATEGORY:Terror					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:DreadTerror											PLURAL:Terrors					DISPLAYLOCATION:Class Abilities

#Block: Marksman
ABILITYCATEGORY:Marksman Combat Style		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:MarksmanStyle										PLURAL:Marksman Combat Style			DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Favored Weapon			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:FavoredWeapon										PLURAL:Favored Weapon				DISPLAYLOCATION:Class Abilities

###Block: Psion Discipline ability pools
# Ability Category						Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Specific choices list																														Plural description for UI				Display Location
#ABILITYCATEGORY:Clairsentience Discipline Talent	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	ABILITYLIST:Discipline Talent (Call to Mind)|Discipline Talent (Destiny Dissonance)|Discipline Talent (Know Direction and Location)|Discipline Talent (Precognition (Offensive))				PLURAL:Clairsentience Discipline Talents		DISPLAYLOCATION:Class Abilities
#ABILITYCATEGORY:Metacreativity Discipline Talent	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	ABILITYLIST:Discipline Talent (Create Sound)|Discipline Talent (Crystal Shard)|Discipline Talent (Ectoplasmic Creation)|Discipline Talent (Entangling Ectoplasm)							PLURAL:Metacreativity Discipline Talents		DISPLAYLOCATION:Class Abilities
#ABILITYCATEGORY:Psychokinesis Discipline Talent		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	ABILITYLIST:Discipline Talent (Energy Ray)|Discipline Talent (Far Hand)|Discipline Talent (Force Screen)|Discipline Talent (My Light)											PLURAL:Psychokinesis Discipline Talents		DISPLAYLOCATION:Class Abilities
#ABILITYCATEGORY:Psychometabolism Discipline Talent	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	ABILITYLIST:Discipline Talent (Hammer)|Discipline Talent (Synesthete)|Discipline Talent (Thicken Skin)|Discipline Talent (Vigor)												PLURAL:Psychometabolism Discipline Talents	DISPLAYLOCATION:Class Abilities
#ABILITYCATEGORY:Psychoportation Discipline Talent	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	ABILITYLIST:Discipline Talent (Burst)|Discipline Talent (Catfall)|Discipline Talent (Decelerate)|Discipline Talent (Detect Teleportation)											PLURAL:Psychoportation Discipline Talents		DISPLAYLOCATION:Class Abilities
#ABILITYCATEGORY:Telepathy Discipline Talent		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	ABILITYLIST:Discipline Talent (Conceal Thoughts)|Discipline Talent (Mind Link)|Discipline Talent (Mind Thrust)|Discipline Talent (Telepathic Lash)									PLURAL:Telepathy Discipline Talents			DISPLAYLOCATION:Class Abilities
#ABILITYCATEGORY:Generalist Discipline Talent		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	ABILITYLIST:Discipline Talent (Call to Mind)|Discipline Talent (Catfall)|Discipline Talent (Create Sound)|Discipline Talent (Far Hand)|Discipline Talent (Hammer)|Discipline Talent (Telepathic Lash)	PLURAL:Generalist Discipline Talents		DISPLAYLOCATION:Class Abilities

###Block: Psychic Warrior ability pools
# Ability Category				Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object		Plural description for UI	Display Location
ABILITYCATEGORY:Primary Warrior Path	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:FirstWarriorPath	PLURAL:Primary Warrior Path	DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Secondary Warrior Path	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:SecondWarriorPath	PLURAL:Secondary Warrior Path	DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Path Power			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:PathPower		PLURAL:Path Powers		DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Warrior Path Skill		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:PathSkill		PLURAL:Warrior Path Skills	DISPLAYLOCATION:Class Abilities

###Block: Soulknife ability pools
# Ability Category		Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object	Plural description for UI	Display Location
ABILITYCATEGORY:Blade Skill	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:BladeSkill	PLURAL:Blade Skills		DISPLAYLOCATION:Class Abilities

###Block: Tactician ability pools
ABILITYCATEGORY:Tactician Strategy			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:TacticianStrategy										PLURAL:Tactician Strategies			DISPLAYLOCATION:Class Abilities

###Block: Vitalist ability pools
ABILITYCATEGORY:Vitalist Method			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:VitalistMethod										PLURAL:Vitalist Method				DISPLAYLOCATION:Class Abilities
#ABILITYCATEGORY:Knack					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:GeneralKnack											PLURAL:Knacks					DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Guardian Knack			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:GuardianKnack										PLURAL:Guardian Knacks				DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Mender Knack				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:MenderKnack											PLURAL:Mender Knacks				DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Soulthief Knack			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:SoulthiefKnack										PLURAL:Soulthief Knacks				DISPLAYLOCATION:Class Abilities

###Block: Wilder ability pools
# Ability Category		Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object	Plural description for UI	Display Location
ABILITYCATEGORY:Surge Type	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:SurgeType	PLURAL:Surge Types		DISPLAYLOCATION:Class Abilities

###Block: Archetype support
# Ability Category			Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object	Type of Object		Plural description for UI	Display Location
ABILITYCATEGORY:Aegis Archetype	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Archetype	TYPE:AegisArchetype	PLURAL:Aegis Archetypes		DISPLAYLOCATION:Archetype
ABILITYCATEGORY:Cryptic Archetype	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Archetype	TYPE:CrypticArchetype	PLURAL:Cryptic Archetypes	DISPLAYLOCATION:Archetype
ABILITYCATEGORY:Dread Archetype	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Archetype	TYPE:DreadArchetype	PLURAL:Dread Archetypes		DISPLAYLOCATION:Archetype
ABILITYCATEGORY:Marksman Archetype	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Archetype	TYPE:MarksmanArchetype	PLURAL:Marksman Archetypes	DISPLAYLOCATION:Archetype
ABILITYCATEGORY:Psion Archetype		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Archetype	TYPE:PsionArchetype		PLURAL:Psion Archetypes			DISPLAYLOCATION:Archetype
ABILITYCATEGORY:Psychic Warrior Archetype	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Archetype	TYPE:PsychicWarriorArchetype	PLURAL:Psychic Warrior Archetypes	DISPLAYLOCATION:Archetype
ABILITYCATEGORY:Soulknife Archetype		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Archetype	TYPE:SoulknifeArchetype		PLURAL:Soulknife Archetypes		DISPLAYLOCATION:Archetype
ABILITYCATEGORY:Tactician Archetype	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Archetype	TYPE:TacticianArchetype	PLURAL:Tactician Archetypes	DISPLAYLOCATION:Archetype
ABILITYCATEGORY:Vitalist Archetype	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Archetype	TYPE:VitalistArchetype	PLURAL:Vitalist Archetypes	DISPLAYLOCATION:Archetype
ABILITYCATEGORY:Wilder Archetype		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Archetype	TYPE:WilderArchetype		PLURAL:Wilder Archetypes		DISPLAYLOCATION:Archetype

###Block: Archetype Ability ability pools
# Ability Category					Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object				Specific choices list																	Plural description for UI			Display Location
ABILITYCATEGORY:Transformed Body Customization	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:AberrantCustomization																						PLURAL:Transformed Body Customizations	DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Secondary Discipline		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:SecondaryDiscipline																						PLURAL:Secondary Disciplines			DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Martial Kineticist Skill Bonus	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Internal			TYPE:MartialKineticistSkillBonus																					PLURAL:Martial Kineticist Skill Bonuses	DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Meditant Fighting Style		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:MeditantFightingStyle																						PLURAL:Meditant Fighting Styles		DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Soulknife Rogue Talent		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:SoulknifeRogueTalent	PLURAL:Soulknife Rogue Talents		DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Soulknife Advanced Talent		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:SoulknifeAdvancedTalent			PLURAL:Soulknife Advanced Talents		DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Medic Tricks				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:BattleMedicMedicTrick																						PLURAL:Medic Tricks				DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Feral Heart Blade Skill		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:FeralHeartBladeSkill	PLURAL:Feral Heart Blade Skills			DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Quick Shift Blade SKill		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Internal	TYPE:QuickShiftBladeSkill		PLURAL:Quick Shift Blade Skill			DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Pack Leader Manifesting		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Internal	TYPE:PackLeaderManifestingChoice	PLURAL:Pack Leader Manifesting	DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Psychic Mage Arcane Bond		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:ArcaneBond.PsychicMageArcaneBond	PLURAL:Arcane Bonds	DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Disciple of the Raging Sea Feat or Rage Power		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:RagePower.MonkBonusFeat	PLURAL:Disciple of the Raging Sea Feats and Rage Powers	DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Pacifist Method			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:PacifistMethod										PLURAL:Pacifist Method				DISPLAYLOCATION:Class Abilities


###Block: Prestige Class ability pools

###Block: Soul Archer
# NEEDS CODE/DATA WORK: How to limit this to only soulbolt blade skills, but not Alter Mind Bolt?
# WORKAROUND: Allow any blade skill.  The rest is user-enforced.
# Ability Category					Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object		Plural description for UI	Display Location
ABILITYCATEGORY:Ranged Blade Skill			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:BladeSkill		PLURAL:Ranged Blade Skill	DISPLAYLOCATION:Class Abilities
#Block: Metamorph
ABILITYCATEGORY:Metamorph Major Metamorphosis	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:MajorMetamorph	PLURAL:Major Metamorphosis	DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Metamorph Level Five Power	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:LevelFivePower	PLURAL:Level Five Power		DISPLAYLOCATION:Class Abilities

###Block: Prestige Class ability pools
ABILITYCATEGORY:Elocater Transporter			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:ElocaterTransporter		PLURAL:Elocater Transporter				DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Thrallherd Empathic Connection Choice	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:ThrallherdEmpathicConnection	PLURAL:Thrallherd Empathic Connection Choice	DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Thrallherd Mind Control Choice		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:ThrallherdMindControl		PLURAL:Thrallherd Mind Control Choice		DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Alluring Voice Bonus			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:AlluringVoice			PLURAL:Alluring Voice Bonuses				DISPLAYLOCATION:Class Abilities
