# CVS $Revision: 12957 $ $Author: jbaril $ -- Tue Dec 10 13:14:59 2013 -- reformated by prettylst.pl v1.50 (build 21703)
SOURCELONG:Advanced Class Guide Playtest	SOURCESHORT:ACGP	SOURCEWEB:http://paizo.com/products/btpy92zi	SOURCEDATE:2013-12
# Original Entry by: Stefan Radermacher

# Bloodrager Spells
# Spell Name			Classes of caster
Glitterdust.MOD			CLASSES:Bloodrager=2
Gust of Wind.MOD			CLASSES:Bloodrager=2
Mirror Image.MOD			CLASSES:Bloodrager=2
Protection from Arrows.MOD	CLASSES:Bloodrager=2
Pyrotechnics.MOD			CLASSES:Bloodrager=2
Resist Energy.MOD			CLASSES:Bloodrager=2
Scorching Ray.MOD			CLASSES:Bloodrager=2
See Invisibility.MOD		CLASSES:Bloodrager=2
Shatter.MOD				CLASSES:Bloodrager=2
Spider Climb.MOD			CLASSES:Bloodrager=2
Stone Call.MOD			CLASSES:Bloodrager=2
Tactical Acumen.MOD		CLASSES:Bloodrager=2

Animal Aspect (Greater).MOD	CLASSES:Bloodrager=3
Aqueous Orb.MOD			CLASSES:Bloodrager=3
Beast Shape I.MOD			CLASSES:Bloodrager=3
Burst of Speed.MOD		CLASSES:Bloodrager=3
Cloak of Winds.MOD		CLASSES:Bloodrager=3
Displacement.MOD			CLASSES:Bloodrager=3
Elemental Aura.MOD		CLASSES:Bloodrager=3
Fireball.MOD			CLASSES:Bloodrager=3
Flame Arrow.MOD			CLASSES:Bloodrager=3
Fly.MOD				CLASSES:Bloodrager=3
Force Hook Charge.MOD		CLASSES:Bloodrager=3
Force Punch.MOD			CLASSES:Bloodrager=3
Haste.MOD				CLASSES:Bloodrager=3
Heroism.MOD				CLASSES:Bloodrager=3
Hydraulic Torrent.MOD		CLASSES:Bloodrager=3
Keen Edge.MOD			CLASSES:Bloodrager=3
Lightning Bolt.MOD		CLASSES:Bloodrager=3
Locate Weakness.MOD		CLASSES:Bloodrager=3
Magic Weapon (Greater).MOD	CLASSES:Bloodrager=3
Monstrous Physique I.MOD	CLASSES:Bloodrager=3
Protection from Energy.MOD	CLASSES:Bloodrager=3
Ray of Exhaustion.MOD		CLASSES:Bloodrager=3
Sleet Storm.MOD			CLASSES:Bloodrager=3
Slow.MOD				CLASSES:Bloodrager=3
Stinking Cloud.MOD		CLASSES:Bloodrager=3
Undead Anatomy I.MOD		CLASSES:Bloodrager=3
Vampiric Touch.MOD		CLASSES:Bloodrager=3
Versatile Weapon.MOD		CLASSES:Bloodrager=3
Water Breathing.MOD		CLASSES:Bloodrager=3
Wind Wall.MOD			CLASSES:Bloodrager=3

Ball Lightning.MOD		CLASSES:Bloodrager=4
Beast Shape II.MOD		CLASSES:Bloodrager=4
Detonate.MOD			CLASSES:Bloodrager=4
Dragon's Breath.MOD		CLASSES:Bloodrager=4
Elemental Body I.MOD		CLASSES:Bloodrager=4
Enlarge Person (Mass).MOD	CLASSES:Bloodrager=4
Fire Shield.MOD			CLASSES:Bloodrager=4
Firefall.MOD			CLASSES:Bloodrager=4
Haste.MOD				CLASSES:Bloodrager=4
Ice Storm.MOD			CLASSES:Bloodrager=4
Monstrous Physique II.MOD	CLASSES:Bloodrager=4
Pellet Blast.MOD			CLASSES:Bloodrager=4
Phantasmal Killer.MOD		CLASSES:Bloodrager=4
Reduce Person (Mass).MOD	CLASSES:Bloodrager=4
River of Wind.MOD			CLASSES:Bloodrager=4
Slow.MOD				CLASSES:Bloodrager=4
Shout.MOD				CLASSES:Bloodrager=4
Stoneskin.MOD			CLASSES:Bloodrager=4
Vermin Shape I.MOD		CLASSES:Bloodrager=4
Wall of Fire.MOD			CLASSES:Bloodrager=4
Wall of Ice.MOD			CLASSES:Bloodrager=4
Wall of Sound.MOD			CLASSES:Bloodrager=4
Wreath of Blades.MOD		CLASSES:Bloodrager=4
